game_name,player,period,timestamp_seconds,sitaution_type,detailable_type,shot_type,expected_goal_value,goal,x_shot,y_shot,on_net,net_x_coord,net_y_coord,blocked_by_opponent,one_timer,goalie_blocking_object
2018-10-26 - Erie Otters at Guelph Storm,Danial Singer,1,1191,5 on 5,Shot,Wristshot,0.0059215,f,137,34,t,9,1,f,f,stick
2018-10-26 - Erie Otters at Guelph Storm,Kurtis Henry,1,1096,5 on 5,Shot,Wristshot,0.0064676,f,131,68,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Brendan Sellan,1,1037,5 on 5,Shot,Wristshot,0.0552209,f,165,24,t,57,4,f,f,left_pad
2018-10-26 - Erie Otters at Guelph Storm,Brendan Sellan,1,1036,5 on 5,Shot,Snapshot,0.2364925,f,180,45,t,58,2,f,f,left_pad
2018-10-26 - Erie Otters at Guelph Storm,Jack Duff,1,976,5 on 5,Shot,Snapshot,0.0049324,f,137,3,f,,,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Ryan Martin,1,927,5 on 5,Shot,Snapshot,0.0064676,f,136,78,t,20,2,f,f,right_pad
2018-10-26 - Erie Otters at Guelph Storm,Emmett Sproule,1,905,5 on 5,Shot,Wristshot,0.0123865,f,179,65,t,29,25,f,f,right_shoulder
2018-10-26 - Erie Otters at Guelph Storm,Jamie Drysdale,1,887,5 on 5,Shot,Snapshot,0.0057339,f,132,83,t,57,26,f,t,glove
2018-10-26 - Erie Otters at Guelph Storm,Hayden Fowler,1,842,5 on 5,Shot,Wrap Around,0.0851206,f,187,48,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Hayden Fowler,1,584,5 on 5,Shot,Wristshot,0.0486891,f,161,63,t,29,7,f,f,right_pad
2018-10-26 - Erie Otters at Guelph Storm,Maxim Golod,1,520,5 on 5,Shot,Wristshot,0.0093801,f,165,74,f,,,t,f,right_pad
2018-10-26 - Erie Otters at Guelph Storm,Kurtis Henry,1,320,5 on 5,Shot,Snapshot,0.1153846,f,177,26,f,,,t,t,
2018-10-26 - Erie Otters at Guelph Storm,Chad Yetman,1,317,5 on 5,Shot,Snapshot,0.008872,f,166,18,f,,,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Gera Poddubnyi,1,253,5 on 5,Shot,Snapshot,0.0073733,f,160,6,t,13,25,f,f,torso
2018-10-26 - Erie Otters at Guelph Storm,Gera Poddubnyi,1,30,5 on 5,Shot,Wristshot,0.0307125,f,187,64,f,,,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Danial Singer,2,1189,5 on 5,Shot,Snapshot,0.0059215,f,141,62,t,39,3,f,f,left_pad
2018-10-26 - Erie Otters at Guelph Storm,Maxim Golod,2,1122,5 on 5,Shot,Snapshot,0.0384615,f,177,31,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Chad Yetman,2,987,5 on 5,Shot,Wristshot,0.0650939,t,177,52,t,68,33,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Daniel D'Amato,2,962,5 on 5,Shot,Snapshot,0.0150651,f,168,71,t,38,1,f,f,stick
2018-10-26 - Erie Otters at Guelph Storm,Petr Cajka,2,823,5 on 5,Shot,Slapshot,0.0253293,f,157,52,f,,,t,t,
2018-10-26 - Erie Otters at Guelph Storm,Chad Yetman,2,728,5 on 5,Shot,Snapshot,0.1991435,t,178,39,t,68,31,f,t,
2018-10-26 - Erie Otters at Guelph Storm,Daniel D'Amato,2,692,5 on 5,Shot,Snapshot,0.0115562,f,175,15,f,,,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Luke Beamish,2,680,5 on 5,Shot,Snapshot,0.0064676,f,134,76,f,,,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Maxim Golod,2,572,5 on 4,Shot,Wristshot,0.0253521,f,148,41,t,54,21,f,f,glove
2018-10-26 - Erie Otters at Guelph Storm,Jack Duff,2,555,5 on 4,Shot,Snapshot,0.0267627,f,128,42,t,61,22,f,t,glove
2018-10-26 - Erie Otters at Guelph Storm,Chad Yetman,2,520,5 on 5,Shot,Wristshot,0.0123865,f,182,72,t,69,22,f,f,left_shoulder
2018-10-26 - Erie Otters at Guelph Storm,Gera Poddubnyi,2,511,5 on 5,Shot,Snapshot,0.008872,f,171,6,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Petr Cajka,2,424,5 on 4,Shot,Snapshot,0.0377685,f,149,34,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Kyle Maksimovich,2,412,5 on 4,Shot,Wristshot,0.0290581,f,160,67,f,,,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Hayden Fowler,2,373,4 on 4,Shot,Wristshot,0.0343137,f,157,58,f,,,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Chad Yetman,2,228,5 on 5,Shot,Wristshot,0.0831469,f,172,35,t,17,2,f,f,right_pad
2018-10-26 - Erie Otters at Guelph Storm,Brendan Hoffmann,2,202,5 on 5,Shot,Snapshot,0.0026667,f,150,80,t,51,1,f,f,stick
2018-10-26 - Erie Otters at Guelph Storm,Marcus Gillard,2,197,5 on 5,Shot,Wristshot,0.0049324,f,130,1,f,,,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Jamie Drysdale,2,193,5 on 5,Shot,Slapshot,0.0054285,f,153,72,t,20,5,f,f,right_pad
2018-10-26 - Erie Otters at Guelph Storm,Brendan Hoffmann,2,145,5 on 5,Shot,Wristshot,0.0111554,f,172,72,t,71,24,f,f,glove
2018-10-26 - Erie Otters at Guelph Storm,Gera Poddubnyi,2,47,5 on 5,Shot,Wristshot,0.0059215,f,141,55,t,55,27,f,f,glove
2018-10-26 - Erie Otters at Guelph Storm,Kyle Maksimovich,3,1186,5 on 5,Shot,Wristshot,0.0224133,f,145,38,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Hayden Fowler,3,1183,5 on 5,Shot,Snapshot,0.0124224,f,192,20,f,,,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Chad Yetman,3,1013,5 on 5,Shot,Deflection,0.1139061,f,181,37,t,6,1,f,f,right_pad
2018-10-26 - Erie Otters at Guelph Storm,Ryan Martin,3,985,5 on 5,Shot,Snapshot,0.0063727,f,132,11,t,31,18,f,f,glove
2018-10-26 - Erie Otters at Guelph Storm,Luke Beamish,3,980,5 on 5,Shot,Wristshot,0.0063727,f,135,14,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Jamie Drysdale,3,871,5 on 4,Shot,Wristshot,0.125,f,176,67,t,26,20,f,f,blocker
2018-10-26 - Erie Otters at Guelph Storm,Jamie Drysdale,3,859,5 on 3,Shot,Slapshot,0.0445545,f,148,35,f,,,t,t,
2018-10-26 - Erie Otters at Guelph Storm,Jamie Drysdale,3,837,5 on 3,Shot,Wristshot,0.15,f,162,63,t,37,15,f,f,torso
2018-10-26 - Erie Otters at Guelph Storm,Danial Singer,3,811,5 on 3,Shot,Snapshot,0.0434783,f,157,51,f,,,f,t,
2018-10-26 - Erie Otters at Guelph Storm,Chad Yetman,3,810,5 on 3,Shot,Snapshot,0.1527778,t,181,28,t,18,11,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Jamie Drysdale,3,769,5 on 4,Shot,Wristshot,0,f,141,39,t,16,4,f,f,right_pad
2018-10-26 - Erie Otters at Guelph Storm,Daniel D'Amato,3,700,5 on 5,Shot,Wristshot,0.0486891,f,162,60,t,29,2,f,f,right_pad
2018-10-26 - Erie Otters at Guelph Storm,Jack Duff,3,525,5 on 5,Shot,Wristshot,0.0117692,f,143,6,t,20,1,f,f,right_pad
2018-10-26 - Erie Otters at Guelph Storm,Maxim Golod,3,504,5 on 5,Shot,Wristshot,0.0224133,f,151,62,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Daniel D'Amato,3,472,5 on 5,Shot,Wristshot,0.1139061,f,183,45,f,,,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Kurtis Henry,3,467,5 on 5,Shot,Wristshot,0.027027,t,161,31,t,42,1,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Jamie Drysdale,4,149,3 on 3,Shot,Wristshot,0,f,164,61,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Jack Duff,4,118,3 on 3,Shot,Wristshot,0.0714286,f,149,38,t,11,4,f,f,right_pad
2018-10-26 - Erie Otters at Guelph Storm,Kyle Maksimovich,4,111,3 on 3,Shot,Wristshot,0.0454545,t,163,62,t,66,41,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Nate Schnarr,1,1180,5 on 5,Shot,Slapshot,0.0746269,t,166,24,t,51,13,f,t,
2018-10-26 - Erie Otters at Guelph Storm,Mark Woolley,1,1158,5 on 5,Shot,Snapshot,0.0049324,f,133,0,t,15,2,f,f,right_pad
2018-10-26 - Erie Otters at Guelph Storm,Mark Woolley,1,1119,5 on 5,Shot,Snapshot,0.0063727,f,129,16,t,52,28,f,f,glove
2018-10-26 - Erie Otters at Guelph Storm,Domenic Commisso,1,1085,5 on 5,Shot,Snapshot,0.0486891,f,172,52,f,,,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Ryan Merkley,1,1058,5 on 5,Shot,Wristshot,0.0054285,f,148,74,f,,,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Alexey Toropchenko,1,920,5 on 5,Shot,Wristshot,0.0069817,f,144,17,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Cedric Ralph,1,861,5 on 5,Shot,Snapshot,0.0561843,f,168,38,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Cedric Ralph,1,860,5 on 5,Shot,Snapshot,0.0098684,f,175,19,f,,,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Nate Schnarr,1,819,5 on 5,Shot,Snapshot,0.161298,f,180,41,t,45,7,f,f,glove
2018-10-26 - Erie Otters at Guelph Storm,Ryan Merkley,1,801,5 on 5,Shot,Snapshot,0.0125536,f,130,48,t,22,20,f,f,torso
2018-10-26 - Erie Otters at Guelph Storm,Owen Lalonde,1,666,5 on 5,Shot,Wristshot,0.0054285,f,147,77,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Owen Lalonde,1,646,5 on 5,Shot,Snapshot,0.0133333,f,160,57,t,28,8,f,t,stick
2018-10-26 - Erie Otters at Guelph Storm,Nate Schnarr,1,618,5 on 5,Shot,Snapshot,0.0444444,f,192,36,t,6,1,f,t,stick
2018-10-26 - Erie Otters at Guelph Storm,Ryan Merkley,1,600,5 on 5,Shot,Wristshot,0.0634921,f,170,60,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Daniil Chayka,1,577,5 on 5,Shot,Wristshot,0.1203704,f,166,37,t,47,1,f,f,left_pad
2018-10-26 - Erie Otters at Guelph Storm,Mark Woolley,1,505,5 on 5,Shot,Wristshot,0.0125536,f,132,22,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Ryan Merkley,1,485,5 on 5,Shot,Wristshot,0.0265604,f,152,44,f,,,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Cam Hillis,1,460,5 on 4,Shot,Wristshot,0.0223529,f,167,20,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Cam Hillis,1,458,5 on 4,Shot,Wristshot,0.0500385,f,173,26,t,19,22,f,f,torso
2018-10-26 - Erie Otters at Guelph Storm,Domenic Commisso,1,396,5 on 4,Shot,Slapshot,0.0027624,f,152,70,t,51,30,f,f,head
2018-10-26 - Erie Otters at Guelph Storm,Liam Hawel,1,362,5 on 4,Shot,Snapshot,0.0798319,t,165,23,t,7,18,f,t,
2018-10-26 - Erie Otters at Guelph Storm,Owen Lalonde,1,233,5 on 5,Shot,Wristshot,0.0054285,f,145,72,t,19,13,f,f,blocker
2018-10-26 - Erie Otters at Guelph Storm,Domenic Commisso,1,199,5 on 5,Shot,Wristshot,0.0225019,f,154,63,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Domenic Commisso,1,197,5 on 5,Shot,Snapshot,0.1139061,f,176,37,t,21,15,f,f,torso
2018-10-26 - Erie Otters at Guelph Storm,Jack Hanley,1,193,5 on 5,Shot,Wristshot,0.0125536,t,134,37,t,68,22,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Cedric Ralph,1,78,5 on 5,Shot,Snapshot,0.0493421,f,176,31,f,,,t,t,
2018-10-26 - Erie Otters at Guelph Storm,Cam Hillis,2,1159,5 on 5,Shot,Deflection,0.0307125,f,179,52,f,,,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Cedric Ralph,2,941,5 on 5,Shot,Snapshot,0.0552209,f,171,21,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Mark Woolley,2,933,5 on 5,Shot,Snapshot,0.0031153,f,151,14,f,,,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Mark Woolley,2,873,5 on 5,Shot,Snapshot,0.0063727,f,135,15,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Tag Bertuzzi,2,811,5 on 5,Shot,Snapshot,0.0298211,f,168,50,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Alexey Toropchenko,2,346,5 on 4,Shot,Wristshot,0.1395161,f,184,38,t,9,1,f,f,right_pad
2018-10-26 - Erie Otters at Guelph Storm,Cam Hillis,2,315,5 on 4,Shot,Snapshot,0.0655738,f,169,51,t,24,2,f,t,right_pad
2018-10-26 - Erie Otters at Guelph Storm,Isaac Ratcliffe,2,293,5 on 4,Shot,Snapshot,0.1863014,f,182,43,t,42,1,f,f,left_pad
2018-10-26 - Erie Otters at Guelph Storm,Isaac Ratcliffe,2,264,5 on 4,Shot,Snapshot,0.0619469,f,173,60,t,59,25,f,f,glove
2018-10-26 - Erie Otters at Guelph Storm,Jack Hanley,2,125,5 on 5,Shot,Wristshot,0.0063727,f,130,6,t,21,12,f,f,torso
2018-10-26 - Erie Otters at Guelph Storm,Isaac Ratcliffe,2,111,5 on 5,Shot,Snapshot,0.0225019,f,149,51,t,26,1,f,f,stick
2018-10-26 - Erie Otters at Guelph Storm,Ryan Merkley,2,95,5 on 5,Shot,Wristshot,0.0054285,f,148,76,t,25,4,f,f,right_pad
2018-10-26 - Erie Otters at Guelph Storm,Domenic Commisso,2,32,5 on 5,Shot,Wristshot,0.0111441,f,169,83,t,25,27,f,f,blocker
2018-10-26 - Erie Otters at Guelph Storm,Alexey Toropchenko,2,26,5 on 5,Shot,Snapshot,0.0067114,f,158,20,t,24,27,f,t,torso
2018-10-26 - Erie Otters at Guelph Storm,Owen Lalonde,2,24,5 on 5,Shot,Snapshot,0,f,158,68,t,61,19,f,f,glove
2018-10-26 - Erie Otters at Guelph Storm,Mark Woolley,2,18,5 on 5,Shot,Snapshot,0.0064676,f,136,65,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Jack Hanley,3,1160,5 on 5,Shot,Snapshot,0.0117692,f,142,9,t,14,3,t,f,right_pad
2018-10-26 - Erie Otters at Guelph Storm,Isaac Ratcliffe,3,1157,5 on 5,Shot,Snapshot,0.0124224,f,190,52,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Nate Schnarr,3,1154,5 on 5,Shot,Fan,0.0307125,f,175,54,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Isaac Ratcliffe,3,1153,5 on 5,Shot,Snapshot,0.1139061,f,186,49,t,57,1,f,f,stick
2018-10-26 - Erie Otters at Guelph Storm,Nate Schnarr,3,1141,5 on 5,Shot,Deflection,0.1139061,f,180,39,t,38,1,f,f,left_pad
2018-10-26 - Erie Otters at Guelph Storm,Isaac Ratcliffe,3,1140,5 on 5,Shot,Snapshot,0.2364925,t,184,48,t,49,1,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Jack Hanley,3,942,5 on 5,Shot,Wristshot,0.0125536,f,126,52,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Isaac Ratcliffe,3,887,4 on 5,Shot,Wristshot,0,f,147,69,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Jack Hanley,3,672,5 on 5,Shot,Snapshot,0.0085073,f,127,23,t,26,15,f,f,torso
2018-10-26 - Erie Otters at Guelph Storm,Nate Schnarr,3,647,5 on 5,Shot,Deflection,0.1139061,f,181,45,t,31,3,f,f,stick
2018-10-26 - Erie Otters at Guelph Storm,Nate Schnarr,3,646,5 on 5,Shot,Snapshot,0.1126214,f,187,49,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Jack Hanley,3,635,5 on 5,Shot,Wristshot,0.0265604,f,145,29,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Mason Primeau,3,566,5 on 5,Shot,Snapshot,0.1139061,f,186,49,t,60,4,f,f,left_pad
2018-10-26 - Erie Otters at Guelph Storm,Jack Hanley,3,552,5 on 5,Shot,Wristshot,0.0125536,f,136,21,t,23,24,f,f,torso
2018-10-26 - Erie Otters at Guelph Storm,Barret Kirwin,3,497,5 on 5,Shot,Wristshot,0.0298211,f,160,59,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Ryan Merkley,3,495,5 on 5,Shot,Snapshot,0.0812721,f,161,39,t,15,20,t,f,blocker
2018-10-26 - Erie Otters at Guelph Storm,Domenic Commisso,3,336,5 on 5,Shot,Wristshot,0.1139061,f,181,43,t,49,2,f,f,left_pad
2018-10-26 - Erie Otters at Guelph Storm,Ryan Merkley,3,296,5 on 4,Shot,Wristshot,0.0175362,f,129,46,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Domenic Commisso,3,223,5 on 4,Shot,Snapshot,0.0377685,f,150,28,t,20,28,f,f,glove
2018-10-26 - Erie Otters at Guelph Storm,Tag Bertuzzi,3,210,5 on 4,Shot,Deflection,0.1395161,f,181,38,f,,,f,f,
2018-10-26 - Erie Otters at Guelph Storm,Owen Lalonde,3,198,5 on 4,Shot,Wristshot,0.0175362,f,140,36,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Jack Hanley,3,16,5 on 5,Shot,Snapshot,0.0049324,f,139,3,f,,,t,f,
2018-10-26 - Erie Otters at Guelph Storm,Isaac Ratcliffe,4,187,3 on 3,Shot,Snapshot,0,f,178,55,f,,,t,f,
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Dylan Seitz,1,1181,5 on 5,Shot,Wristshot,0.0063593,f,158,68,f,,,t,f,
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jacob Hudson,1,1166,5 on 5,Shot,Wristshot,0.0291363,f,167,32,t,37,25,f,f,torso
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jakob Pelletier,1,1063,5 on 5,Shot,Fan,0.1141884,f,175,36,t,58,0,t,f,left_pad
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jakob Pelletier,1,876,5 on 5,Shot,Wristshot,0.0553299,f,173,27,f,,,t,f,
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jack Tucker,1,874,5 on 5,Shot,Slapshot,0.0054808,f,149,81,f,,,t,f,
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Dylan Seitz,1,764,5 on 5,Shot,Wristshot,0.0066345,f,155,7,f,,,t,f,
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jacob Hudson,1,761,5 on 5,Shot,Wristshot,0.0940405,f,167,47,f,,,t,f,
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jacob Hudson,1,752,5 on 5,Shot,Wristshot,0,f,154,74,t,18,9,f,f,right_pad
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jordan Spence,1,677,5 on 5,Shot,Wristshot,0.001705,f,132,65,t,59,33,f,f,blocker
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Brady Pataki,1,658,5 on 5,Shot,Deflection,0.0243902,f,158,45,t,36,1,t,f,stick
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jacob Hudson,1,460,5 on 5,Shot,Wristshot,0.0099875,f,133,78,f,,,t,f,
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jacob Hudson,1,455,5 on 5,Shot,Snapshot,0.0940405,f,170,44,t,36,3,f,f,left_pad
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Mika Cyr,1,403,5 on 5,Shot,Wristshot,0.0082432,f,130,53,t,17,6,f,f,right_pad
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jacob Hudson,1,369,5 on 5,Shot,Wristshot,0.0243902,f,156,58,t,51,2,f,f,left_pad
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jacob Hudson,1,367,5 on 5,Shot,Snapshot,0,f,181,65,t,62,11,f,f,blocker
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Brady Pataki,1,285,5 on 5,Shot,Wristshot,0.0223636,f,148,22,t,60,29,f,f,left_shoulder
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Mika Cyr,1,154,5 on 5,Shot,Wristshot,0.0016863,f,157,5,t,59,23,f,f,blocker
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Tristan De Jong,1,8,4 on 4,Shot,Wristshot,0,f,151,65,t,15,2,f,f,right_pad
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jeremy McKenna,2,1175,4 on 3,Shot,Wristshot,0.0714286,f,157,32,f,,,f,f,
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jordan Spence,2,1126,5 on 4,Shot,Slapshot,0.0171844,f,136,22,t,53,21,f,f,blocker
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jordan Spence,2,1083,5 on 4,Shot,Wristshot,0.0059435,f,137,20,t,54,30,f,f,blocker
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Brady Pataki,2,1064,5 on 4,Shot,Wristshot,0,f,135,35,f,,,t,f,
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Tristan De Jong,2,1062,5 on 4,Shot,Wristshot,0.0189873,f,152,54,t,37,17,f,f,torso
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Kyle Foreman,2,1059,5 on 4,Shot,Wristshot,0.0276243,f,148,54,t,56,7,f,f,left_pad
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Ozzie King,2,1058,5 on 5,Shot,Snapshot,0.2354521,t,185,40,t,14,3,f,f,
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Gabriel Sylvestre,2,883,5 on 5,Shot,Wristshot,0.0064077,f,135,10,f,,,f,f,
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jordan Spence,2,881,5 on 5,Shot,Wristshot,0.009828,f,167,80,f,,,t,f,
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Gabriel Sylvestre,2,849,5 on 5,Shot,Slapshot,0.0066574,f,126,74,f,,,t,f,
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Dylan Seitz,2,811,5 on 5,Shot,Wristshot,0.146883,f,163,45,f,,,f,f,
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jeremy McKenna,2,675,5 on 5,Shot,Wristshot,0.0862069,f,159,62,t,14,33,f,f,right_shoulder
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Alexander Khovanov,2,609,5 on 5,Shot,Wristshot,0.0029586,f,137,2,t,46,1,f,f,stick
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Alexander Khovanov,2,602,5 on 5,Shot,Wristshot,0.0492483,f,162,59,f,,,t,f,
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jack Tucker,2,546,5 on 5,Shot,Snapshot,0.0054808,f,137,84,t,57,2,f,f,left_pad
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Dylan Seitz,2,486,4 on 5,Shot,Wristshot,0.0538117,f,154,27,t,36,16,f,f,torso
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Brady Pataki,2,195,4 on 5,Shot,Wristshot,0.1086957,f,161,25,f,,,t,f,
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Sean Stewart,3,1142,5 on 5,Shot,Snapshot,0.0029586,f,158,2,f,,,f,f,
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Sean Stewart,3,1137,5 on 5,Shot,Snapshot,0.0043165,f,155,10,t,29,3,f,f,stick
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jacob Hudson,3,1129,5 on 5,Shot,Wristshot,0.0066345,f,152,11,t,59,19,f,f,blocker
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Alexander Khovanov,3,1098,5 on 5,Shot,Wristshot,0.0066964,f,138,67,t,59,33,f,f,left_shoulder
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jeremy McKenna,3,1025,5 on 5,Shot,Wristshot,0.0151577,f,161,78,f,,,f,f,
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Mika Cyr,3,1010,5 on 5,Shot,Wristshot,0.0053524,f,155,14,f,,,t,f,
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jeremy McKenna,3,873,5 on 5,Shot,Wristshot,0.0223636,f,157,25,t,36,10,f,f,torso
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Tristan De Jong,3,869,5 on 5,Shot,Wristshot,0.0125721,f,129,23,t,17,32,f,f,glove
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jeremy McKenna,3,828,5 on 5,Shot,Wristshot,0.160366,f,182,47,t,65,1,f,f,left_pad
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jeremy McKenna,3,821,5 on 5,Shot,Snapshot,0.0256937,f,154,57,t,18,19,f,t,glove
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Gabriel Sylvestre,3,817,5 on 5,Shot,Wristshot,0.0054808,f,137,80,t,63,10,f,f,left_pad
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jakob Pelletier,3,800,5 on 5,Shot,Wristshot,0.0111773,f,172,65,t,34,12,f,f,torso
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Jeremy McKenna,3,725,5 on 4,Shot,Wristshot,0.031746,f,156,55,t,13,21,f,f,glove
2018-11-04 - Moncton Wildcats at Halifax Mooseheads,Tristan De Jong,3,643,5 on 4,Shot,Slapshot,0.0264935,f,136,29,f,,,t,t,
